jurisdiction,date,deaths,cause
North Dakota,2020-06-20,22,cancer
North Dakota,2020-06-20,30,heart
North Dakota,2020-06-20,142,all
North Dakota,2020-06-20,132,natural
North Dakota,2020-06-27,29,cancer
North Dakota,2020-06-27,20,heart
North Dakota,2020-06-27,131,all
North Dakota,2020-06-27,122,natural
North Dakota,2020-07-04,22,cancer
North Dakota,2020-07-04,18,heart
North Dakota,2020-07-04,117,all
North Dakota,2020-07-04,106,natural
North Dakota,2020-07-11,23,cancer
North Dakota,2020-07-11,24,heart
North Dakota,2020-07-11,135,all
North Dakota,2020-07-11,123,natural
North Dakota,2020-07-18,23,cancer
North Dakota,2020-07-18,33,heart
North Dakota,2020-07-18,134,all
North Dakota,2020-07-18,125,natural
North Dakota,2020-07-25,27,cancer
North Dakota,2020-07-25,31,heart
North Dakota,2020-07-25,132,all
North Dakota,2020-07-25,118,natural
North Dakota,2020-08-01,22,cancer
North Dakota,2020-08-01,23,heart
North Dakota,2020-08-01,139,all
North Dakota,2020-08-01,118,natural
North Dakota,2020-08-08,34,cancer
North Dakota,2020-08-08,28,heart
North Dakota,2020-08-08,154,all
North Dakota,2020-08-08,136,natural
North Dakota,2020-08-15,22,cancer
North Dakota,2020-08-15,29,heart
North Dakota,2020-08-15,136,all
North Dakota,2020-08-15,122,natural
North Dakota,2020-08-22,27,cancer
North Dakota,2020-08-22,30,heart
North Dakota,2020-08-22,132,all
North Dakota,2020-08-22,121,natural
North Dakota,2020-08-29,28,cancer
North Dakota,2020-08-29,29,heart
North Dakota,2020-08-29,141,all
North Dakota,2020-08-29,121,natural
North Dakota,2020-09-05,28,cancer
North Dakota,2020-09-05,33,heart
North Dakota,2020-09-05,163,all
North Dakota,2020-09-05,150,natural
North Dakota,2020-09-12,27,cancer
North Dakota,2020-09-12,29,heart
North Dakota,2020-09-12,143,all
North Dakota,2020-09-12,130,natural
North Dakota,2020-09-19,20,cancer
North Dakota,2020-09-19,32,heart
North Dakota,2020-09-19,165,all
North Dakota,2020-09-19,147,natural
North Dakota,2020-09-26,29,cancer
North Dakota,2020-09-26,29,heart
North Dakota,2020-09-26,178,all
North Dakota,2020-09-26,163,natural
North Dakota,2020-10-03,33,cancer
North Dakota,2020-10-03,27,heart
North Dakota,2020-10-03,197,all
North Dakota,2020-10-03,184,natural
North Dakota,2020-10-10,39,cancer
North Dakota,2020-10-10,39,heart
North Dakota,2020-10-10,239,all
North Dakota,2020-10-10,218,natural
North Dakota,2020-10-17,36,cancer
North Dakota,2020-10-17,31,heart
North Dakota,2020-10-17,223,all
North Dakota,2020-10-17,210,natural
North Dakota,2020-10-24,19,cancer
North Dakota,2020-10-24,27,heart
North Dakota,2020-10-24,195,all
North Dakota,2020-10-24,179,natural
North Dakota,2020-10-31,25,cancer
North Dakota,2020-10-31,38,heart
North Dakota,2020-10-31,246,all
North Dakota,2020-10-31,224,natural
North Dakota,2020-11-07,27,cancer
North Dakota,2020-11-07,35,heart
North Dakota,2020-11-07,269,all
North Dakota,2020-11-07,252,natural
North Dakota,2020-11-14,27,cancer
North Dakota,2020-11-14,33,heart
North Dakota,2020-11-14,255,all
North Dakota,2020-11-14,244,natural
North Dakota,2020-11-21,23,cancer
North Dakota,2020-11-21,33,heart
North Dakota,2020-11-21,273,all
North Dakota,2020-11-21,262,natural
North Dakota,2020-11-28,22,cancer
North Dakota,2020-11-28,27,heart
North Dakota,2020-11-28,248,all
North Dakota,2020-11-28,240,natural
North Dakota,2020-12-05,28,cancer
North Dakota,2020-12-05,36,heart
North Dakota,2020-12-05,283,all
North Dakota,2020-12-05,267,natural
North Dakota,2020-12-12,37,cancer
North Dakota,2020-12-12,28,heart
North Dakota,2020-12-12,231,all
North Dakota,2020-12-12,218,natural
North Dakota,2020-12-19,27,cancer
North Dakota,2020-12-19,30,heart
North Dakota,2020-12-19,200,all
North Dakota,2020-12-19,187,natural
North Dakota,2020-12-26,27,cancer
North Dakota,2020-12-26,20,heart
North Dakota,2020-12-26,200,all
North Dakota,2020-12-26,179,natural
North Dakota,2021-01-02,22,cancer
North Dakota,2021-01-02,28,heart
North Dakota,2021-01-02,163,all
North Dakota,2021-01-02,149,natural
North Dakota,2021-01-09,22,cancer
North Dakota,2021-01-09,33,heart
North Dakota,2021-01-09,156,all
North Dakota,2021-01-09,142,natural
North Dakota,2021-01-16,28,cancer
North Dakota,2021-01-16,28,heart
North Dakota,2021-01-16,153,all
North Dakota,2021-01-16,140,natural
North Dakota,2021-01-23,21,cancer
North Dakota,2021-01-23,30,heart
North Dakota,2021-01-23,140,all
North Dakota,2021-01-23,130,natural
North Dakota,2021-01-30,18,cancer
North Dakota,2021-01-30,28,heart
North Dakota,2021-01-30,147,all
North Dakota,2021-01-30,126,natural
North Dakota,2021-02-06,33,cancer
North Dakota,2021-02-06,24,heart
North Dakota,2021-02-06,157,all
North Dakota,2021-02-06,141,natural
North Dakota,2021-02-13,23,cancer
North Dakota,2021-02-13,25,heart
North Dakota,2021-02-13,119,all
North Dakota,2021-02-13,105,natural
North Dakota,2021-02-20,25,cancer
North Dakota,2021-02-20,23,heart
North Dakota,2021-02-20,131,all
North Dakota,2021-02-20,125,natural
North Dakota,2021-02-27,26,cancer
North Dakota,2021-02-27,34,heart
North Dakota,2021-02-27,162,all
North Dakota,2021-02-27,145,natural
North Dakota,2021-03-06,26,cancer
North Dakota,2021-03-06,32,heart
North Dakota,2021-03-06,155,all
North Dakota,2021-03-06,138,natural
North Dakota,2021-03-13,28,cancer
North Dakota,2021-03-13,27,heart
North Dakota,2021-03-13,135,all
North Dakota,2021-03-13,127,natural
North Dakota,2021-03-20,20,cancer
North Dakota,2021-03-20,30,heart
North Dakota,2021-03-20,141,all
North Dakota,2021-03-20,133,natural
North Dakota,2021-03-27,32,cancer
North Dakota,2021-03-27,26,heart
North Dakota,2021-03-27,144,all
North Dakota,2021-03-27,130,natural
North Dakota,2021-04-03,25,cancer
North Dakota,2021-04-03,27,heart
North Dakota,2021-04-03,138,all
North Dakota,2021-04-03,122,natural
North Dakota,2021-04-10,28,cancer
North Dakota,2021-04-10,25,heart
North Dakota,2021-04-10,135,all
North Dakota,2021-04-10,123,natural
North Dakota,2021-04-17,37,cancer
North Dakota,2021-04-17,24,heart
North Dakota,2021-04-17,145,all
North Dakota,2021-04-17,140,natural
North Dakota,2021-04-24,30,cancer
North Dakota,2021-04-24,26,heart
North Dakota,2021-04-24,126,all
North Dakota,2021-04-24,114,natural
North Dakota,2021-05-01,28,cancer
North Dakota,2021-05-01,28,heart
North Dakota,2021-05-01,144,all
North Dakota,2021-05-01,131,natural
North Dakota,2021-05-08,24,cancer
North Dakota,2021-05-08,29,heart
North Dakota,2021-05-08,144,all
North Dakota,2021-05-08,128,natural
North Dakota,2021-05-15,24,cancer
North Dakota,2021-05-15,27,heart
North Dakota,2021-05-15,136,all
North Dakota,2021-05-15,129,natural
North Dakota,2021-05-22,27,cancer
North Dakota,2021-05-22,31,heart
North Dakota,2021-05-22,151,all
North Dakota,2021-05-22,134,natural
North Dakota,2021-05-29,20,cancer
North Dakota,2021-05-29,25,heart
North Dakota,2021-05-29,119,all
North Dakota,2021-05-29,112,natural
North Dakota,2021-06-05,32,cancer
North Dakota,2021-06-05,28,heart
North Dakota,2021-06-05,144,all
North Dakota,2021-06-05,130,natural
North Dakota,2021-06-12,21,cancer
North Dakota,2021-06-12,36,heart
North Dakota,2021-06-12,133,all
North Dakota,2021-06-12,123,natural
North Dakota,2021-06-19,23,cancer
North Dakota,2021-06-19,37,heart
North Dakota,2021-06-19,124,all
North Dakota,2021-06-19,113,natural
North Dakota,2021-06-26,22,cancer
North Dakota,2021-06-26,34,heart
North Dakota,2021-06-26,145,all
North Dakota,2021-06-26,136,natural
North Dakota,2021-07-03,28,cancer
North Dakota,2021-07-03,33,heart
North Dakota,2021-07-03,133,all
North Dakota,2021-07-03,124,natural
North Dakota,2021-07-10,23,cancer
North Dakota,2021-07-10,25,heart
North Dakota,2021-07-10,108,all
North Dakota,2021-07-10,101,natural
North Dakota,2021-07-17,18,cancer
North Dakota,2021-07-17,23,heart
North Dakota,2021-07-17,76,all
North Dakota,2021-07-17,74,natural
Ohio,2020-01-04,468,cancer
Ohio,2020-01-04,663,heart
Ohio,2020-01-04,2541,all
Ohio,2020-01-04,2328,natural
Ohio,2020-01-11,508,cancer
Ohio,2020-01-11,593,heart
Ohio,2020-01-11,2616,all
Ohio,2020-01-11,2415,natural
Ohio,2020-01-18,490,cancer
Ohio,2020-01-18,580,heart
Ohio,2020-01-18,2477,all
Ohio,2020-01-18,2273,natural
Ohio,2020-01-25,495,cancer
Ohio,2020-01-25,583,heart
Ohio,2020-01-25,2564,all
Ohio,2020-01-25,2384,natural
Ohio,2020-02-01,517,cancer
Ohio,2020-02-01,602,heart
Ohio,2020-02-01,2493,all
Ohio,2020-02-01,2284,natural
Ohio,2020-02-08,462,cancer
Ohio,2020-02-08,618,heart
Ohio,2020-02-08,2533,all
Ohio,2020-02-08,2317,natural
Ohio,2020-02-15,459,cancer
Ohio,2020-02-15,614,heart
Ohio,2020-02-15,2495,all
Ohio,2020-02-15,2308,natural
Ohio,2020-02-22,489,cancer
Ohio,2020-02-22,610,heart
Ohio,2020-02-22,2527,all
Ohio,2020-02-22,2315,natural
Ohio,2020-02-29,478,cancer
Ohio,2020-02-29,575,heart
Ohio,2020-02-29,2461,all
Ohio,2020-02-29,2260,natural
Ohio,2020-03-07,496,cancer
Ohio,2020-03-07,590,heart
Ohio,2020-03-07,2509,all
Ohio,2020-03-07,2268,natural
Ohio,2020-03-14,456,cancer
Ohio,2020-03-14,570,heart
Ohio,2020-03-14,2556,all
Ohio,2020-03-14,2310,natural
Ohio,2020-03-21,479,cancer
Ohio,2020-03-21,598,heart
Ohio,2020-03-21,2520,all
Ohio,2020-03-21,2318,natural
Ohio,2020-03-28,472,cancer
Ohio,2020-03-28,591,heart
Ohio,2020-03-28,2511,all
Ohio,2020-03-28,2338,natural
Ohio,2020-04-04,427,cancer
Ohio,2020-04-04,569,heart
Ohio,2020-04-04,2571,all
Ohio,2020-04-04,2383,natural
Ohio,2020-04-11,449,cancer
Ohio,2020-04-11,556,heart
Ohio,2020-04-11,2632,all
Ohio,2020-04-11,2433,natural
Ohio,2020-04-18,447,cancer
Ohio,2020-04-18,524,heart
Ohio,2020-04-18,2656,all
Ohio,2020-04-18,2490,natural
Ohio,2020-04-25,483,cancer
Ohio,2020-04-25,591,heart
Ohio,2020-04-25,2836,all
Ohio,2020-04-25,2624,natural
Ohio,2020-05-02,430,cancer
Ohio,2020-05-02,556,heart
Ohio,2020-05-02,2737,all
Ohio,2020-05-02,2498,natural
Ohio,2020-05-09,446,cancer
Ohio,2020-05-09,587,heart
Ohio,2020-05-09,2616,all
Ohio,2020-05-09,2397,natural
Ohio,2020-05-16,432,cancer
Ohio,2020-05-16,586,heart
Ohio,2020-05-16,2685,all
Ohio,2020-05-16,2440,natural
Ohio,2020-05-23,474,cancer
Ohio,2020-05-23,592,heart
Ohio,2020-05-23,2664,all
Ohio,2020-05-23,2403,natural
Ohio,2020-05-30,474,cancer
Ohio,2020-05-30,538,heart
Ohio,2020-05-30,2530,all
Ohio,2020-05-30,2229,natural
Ohio,2020-06-06,465,cancer
Ohio,2020-06-06,574,heart
Ohio,2020-06-06,2597,all
Ohio,2020-06-06,2280,natural
Ohio,2020-06-13,428,cancer
Ohio,2020-06-13,559,heart
Ohio,2020-06-13,2421,all
Ohio,2020-06-13,2145,natural
Ohio,2020-06-20,426,cancer
Ohio,2020-06-20,543,heart
Ohio,2020-06-20,2404,all
Ohio,2020-06-20,2138,natural
Ohio,2020-06-27,486,cancer
Ohio,2020-06-27,511,heart
Ohio,2020-06-27,2429,all
Ohio,2020-06-27,2163,natural
Ohio,2020-07-04,489,cancer
Ohio,2020-07-04,591,heart
Ohio,2020-07-04,2529,all
Ohio,2020-07-04,2243,natural
Ohio,2020-07-11,479,cancer
Ohio,2020-07-11,583,heart
Ohio,2020-07-11,2515,all
Ohio,2020-07-11,2229,natural
Ohio,2020-07-18,474,cancer
Ohio,2020-07-18,548,heart
Ohio,2020-07-18,2537,all
Ohio,2020-07-18,2282,natural
Ohio,2020-07-25,457,cancer
Ohio,2020-07-25,529,heart
Ohio,2020-07-25,2504,all
Ohio,2020-07-25,2235,natural
Ohio,2020-08-01,478,cancer
Ohio,2020-08-01,590,heart
Ohio,2020-08-01,2621,all
Ohio,2020-08-01,2357,natural
Ohio,2020-08-08,499,cancer
Ohio,2020-08-08,567,heart
Ohio,2020-08-08,2584,all
Ohio,2020-08-08,2347,natural
Ohio,2020-08-15,509,cancer
Ohio,2020-08-15,549,heart
Ohio,2020-08-15,2588,all
Ohio,2020-08-15,2341,natural
Ohio,2020-08-22,469,cancer
Ohio,2020-08-22,599,heart
Ohio,2020-08-22,2592,all
Ohio,2020-08-22,2345,natural
Ohio,2020-08-29,523,cancer
Ohio,2020-08-29,571,heart
Ohio,2020-08-29,2650,all
Ohio,2020-08-29,2385,natural
Ohio,2020-09-05,460,cancer
Ohio,2020-09-05,519,heart
Ohio,2020-09-05,2426,all
Ohio,2020-09-05,2158,natural
Ohio,2020-09-12,504,cancer
Ohio,2020-09-12,551,heart
Ohio,2020-09-12,2557,all
Ohio,2020-09-12,2321,natural
Ohio,2020-09-19,474,cancer
Ohio,2020-09-19,526,heart
Ohio,2020-09-19,2485,all
Ohio,2020-09-19,2233,natural
Ohio,2020-09-26,531,cancer
Ohio,2020-09-26,557,heart
Ohio,2020-09-26,2630,all
Ohio,2020-09-26,2370,natural
Ohio,2020-10-03,512,cancer
Ohio,2020-10-03,585,heart
Ohio,2020-10-03,2602,all
Ohio,2020-10-03,2346,natural
Ohio,2020-10-10,498,cancer
Ohio,2020-10-10,574,heart
Ohio,2020-10-10,2665,all
Ohio,2020-10-10,2388,natural
Ohio,2020-10-17,490,cancer
Ohio,2020-10-17,547,heart
Ohio,2020-10-17,2650,all
Ohio,2020-10-17,2424,natural
Ohio,2020-10-24,495,cancer
Ohio,2020-10-24,544,heart
Ohio,2020-10-24,2691,all
Ohio,2020-10-24,2456,natural
Ohio,2020-10-31,478,cancer
Ohio,2020-10-31,572,heart
Ohio,2020-10-31,2763,all
Ohio,2020-10-31,2540,natural
Ohio,2020-11-07,528,cancer
Ohio,2020-11-07,616,heart
Ohio,2020-11-07,3028,all
Ohio,2020-11-07,2780,natural
Ohio,2020-11-14,476,cancer
Ohio,2020-11-14,609,heart
Ohio,2020-11-14,3070,all
Ohio,2020-11-14,2818,natural
Ohio,2020-11-21,482,cancer
Ohio,2020-11-21,634,heart
Ohio,2020-11-21,3256,all
Ohio,2020-11-21,3043,natural
Ohio,2020-11-28,477,cancer
Ohio,2020-11-28,610,heart
Ohio,2020-11-28,3568,all
Ohio,2020-11-28,3351,natural
Ohio,2020-12-05,478,cancer
Ohio,2020-12-05,665,heart
Ohio,2020-12-05,3910,all
Ohio,2020-12-05,3685,natural
Ohio,2020-12-12,516,cancer
Ohio,2020-12-12,705,heart
Ohio,2020-12-12,4230,all
Ohio,2020-12-12,3994,natural
Ohio,2020-12-19,466,cancer
Ohio,2020-12-19,632,heart
Ohio,2020-12-19,4066,all
Ohio,2020-12-19,3801,natural
Ohio,2020-12-26,440,cancer
Ohio,2020-12-26,704,heart
Ohio,2020-12-26,3913,all
Ohio,2020-12-26,3690,natural
Ohio,2021-01-02,503,cancer
Ohio,2021-01-02,662,heart
Ohio,2021-01-02,3903,all
Ohio,2021-01-02,3657,natural
Ohio,2021-01-09,478,cancer
Ohio,2021-01-09,656,heart
Ohio,2021-01-09,3676,all
Ohio,2021-01-09,3442,natural
Ohio,2021-01-16,488,cancer
Ohio,2021-01-16,596,heart
Ohio,2021-01-16,3576,all
Ohio,2021-01-16,3339,natural
Ohio,2021-01-23,443,cancer
Ohio,2021-01-23,617,heart
Ohio,2021-01-23,3280,all
Ohio,2021-01-23,3041,natural
Ohio,2021-01-30,466,cancer
Ohio,2021-01-30,637,heart
Ohio,2021-01-30,3124,all
Ohio,2021-01-30,2903,natural
Ohio,2021-02-06,476,cancer
Ohio,2021-02-06,603,heart
Ohio,2021-02-06,3105,all
Ohio,2021-02-06,2847,natural
Ohio,2021-02-13,497,cancer
Ohio,2021-02-13,622,heart
Ohio,2021-02-13,2945,all
Ohio,2021-02-13,2717,natural
Ohio,2021-02-20,504,cancer
Ohio,2021-02-20,583,heart
Ohio,2021-02-20,2846,all
Ohio,2021-02-20,2640,natural
Ohio,2021-02-27,498,cancer
Ohio,2021-02-27,607,heart
Ohio,2021-02-27,2771,all
Ohio,2021-02-27,2560,natural
Ohio,2021-03-06,474,cancer
Ohio,2021-03-06,569,heart
Ohio,2021-03-06,2567,all
Ohio,2021-03-06,2333,natural
Ohio,2021-03-13,483,cancer
Ohio,2021-03-13,534,heart
Ohio,2021-03-13,2541,all
Ohio,2021-03-13,2317,natural
Ohio,2021-03-20,457,cancer
Ohio,2021-03-20,545,heart
Ohio,2021-03-20,2401,all
Ohio,2021-03-20,2191,natural
Ohio,2021-03-27,474,cancer
Ohio,2021-03-27,543,heart
Ohio,2021-03-27,2486,all
Ohio,2021-03-27,2275,natural
Ohio,2021-04-03,429,cancer
Ohio,2021-04-03,543,heart
Ohio,2021-04-03,2389,all
Ohio,2021-04-03,2156,natural
Ohio,2021-04-10,468,cancer
Ohio,2021-04-10,550,heart
Ohio,2021-04-10,2542,all
Ohio,2021-04-10,2313,natural
Ohio,2021-04-17,447,cancer
Ohio,2021-04-17,580,heart
Ohio,2021-04-17,2405,all
Ohio,2021-04-17,2214,natural
Ohio,2021-04-24,482,cancer
Ohio,2021-04-24,534,heart
Ohio,2021-04-24,2560,all
Ohio,2021-04-24,2370,natural
Ohio,2021-05-01,473,cancer
Ohio,2021-05-01,529,heart
Ohio,2021-05-01,2458,all
Ohio,2021-05-01,2249,natural
Ohio,2021-05-08,444,cancer
Ohio,2021-05-08,501,heart
Ohio,2021-05-08,2386,all
Ohio,2021-05-08,2222,natural
Ohio,2021-05-15,438,cancer
Ohio,2021-05-15,519,heart
Ohio,2021-05-15,2396,all
Ohio,2021-05-15,2249,natural
Ohio,2021-05-22,491,cancer
Ohio,2021-05-22,541,heart
Ohio,2021-05-22,2520,all
Ohio,2021-05-22,2358,natural
Ohio,2021-05-29,475,cancer
Ohio,2021-05-29,503,heart
Ohio,2021-05-29,2410,all
Ohio,2021-05-29,2260,natural
Ohio,2021-06-05,450,cancer
Ohio,2021-06-05,519,heart
Ohio,2021-06-05,2388,all
Ohio,2021-06-05,2260,natural
Ohio,2021-06-12,453,cancer
Ohio,2021-06-12,506,heart
Ohio,2021-06-12,2260,all
Ohio,2021-06-12,2123,natural
Ohio,2021-06-19,450,cancer
Ohio,2021-06-19,512,heart
Ohio,2021-06-19,2318,all
Ohio,2021-06-19,2207,natural
Ohio,2021-06-26,463,cancer
Ohio,2021-06-26,472,heart
Ohio,2021-06-26,2219,all
Ohio,2021-06-26,2121,natural
Ohio,2021-07-03,417,cancer
Ohio,2021-07-03,408,heart
Ohio,2021-07-03,1978,all
Ohio,2021-07-03,1893,natural
Ohio,2021-07-10,360,cancer
Ohio,2021-07-10,325,heart
Ohio,2021-07-10,1712,all
Ohio,2021-07-10,1640,natural
Ohio,2021-07-17,213,cancer
Ohio,2021-07-17,144,heart
Ohio,2021-07-17,917,all
Ohio,2021-07-17,891,natural
Oklahoma,2020-01-04,165,cancer
Oklahoma,2020-01-04,256,heart
Oklahoma,2020-01-04,901,all
Oklahoma,2020-01-04,821,natural
Oklahoma,2020-01-11,148,cancer
Oklahoma,2020-01-11,246,heart
Oklahoma,2020-01-11,823,all
Oklahoma,2020-01-11,754,natural
Oklahoma,2020-01-18,156,cancer
Oklahoma,2020-01-18,235,heart
Oklahoma,2020-01-18,850,all
Oklahoma,2020-01-18,791,natural
Oklahoma,2020-01-25,169,cancer
Oklahoma,2020-01-25,209,heart
Oklahoma,2020-01-25,803,all
Oklahoma,2020-01-25,738,natural
Oklahoma,2020-02-01,164,cancer
Oklahoma,2020-02-01,204,heart
Oklahoma,2020-02-01,833,all
Oklahoma,2020-02-01,776,natural
Oklahoma,2020-02-08,168,cancer
Oklahoma,2020-02-08,240,heart
Oklahoma,2020-02-08,816,all
Oklahoma,2020-02-08,730,natural
Oklahoma,2020-02-15,136,cancer
Oklahoma,2020-02-15,219,heart
Oklahoma,2020-02-15,806,all
Oklahoma,2020-02-15,730,natural
Oklahoma,2020-02-22,154,cancer
Oklahoma,2020-02-22,232,heart
Oklahoma,2020-02-22,818,all
Oklahoma,2020-02-22,750,natural
Oklahoma,2020-02-29,159,cancer
Oklahoma,2020-02-29,221,heart
Oklahoma,2020-02-29,829,all
Oklahoma,2020-02-29,768,natural
Oklahoma,2020-03-07,147,cancer
Oklahoma,2020-03-07,245,heart
Oklahoma,2020-03-07,799,all
Oklahoma,2020-03-07,727,natural
Oklahoma,2020-03-14,152,cancer
Oklahoma,2020-03-14,227,heart
Oklahoma,2020-03-14,792,all
Oklahoma,2020-03-14,725,natural
Oklahoma,2020-03-21,155,cancer
Oklahoma,2020-03-21,205,heart
Oklahoma,2020-03-21,827,all
Oklahoma,2020-03-21,761,natural
Oklahoma,2020-03-28,183,cancer
Oklahoma,2020-03-28,199,heart
Oklahoma,2020-03-28,856,all
Oklahoma,2020-03-28,775,natural
Oklahoma,2020-04-04,143,cancer
Oklahoma,2020-04-04,194,heart
Oklahoma,2020-04-04,784,all
Oklahoma,2020-04-04,716,natural
Oklahoma,2020-04-11,149,cancer
Oklahoma,2020-04-11,224,heart
Oklahoma,2020-04-11,857,all
Oklahoma,2020-04-11,786,natural
Oklahoma,2020-04-18,136,cancer
Oklahoma,2020-04-18,204,heart
Oklahoma,2020-04-18,799,all
Oklahoma,2020-04-18,742,natural
Oklahoma,2020-04-25,138,cancer
Oklahoma,2020-04-25,223,heart
Oklahoma,2020-04-25,780,all
Oklahoma,2020-04-25,721,natural
Oklahoma,2020-05-02,158,cancer
Oklahoma,2020-05-02,198,heart
Oklahoma,2020-05-02,759,all
Oklahoma,2020-05-02,691,natural
Oklahoma,2020-05-09,154,cancer
Oklahoma,2020-05-09,213,heart
Oklahoma,2020-05-09,776,all
Oklahoma,2020-05-09,691,natural
Oklahoma,2020-05-16,131,cancer
Oklahoma,2020-05-16,200,heart
Oklahoma,2020-05-16,733,all
Oklahoma,2020-05-16,668,natural
Oklahoma,2020-05-23,174,cancer
Oklahoma,2020-05-23,217,heart
Oklahoma,2020-05-23,815,all
Oklahoma,2020-05-23,715,natural
Oklahoma,2020-05-30,168,cancer
Oklahoma,2020-05-30,198,heart
Oklahoma,2020-05-30,740,all
Oklahoma,2020-05-30,661,natural
Oklahoma,2020-06-06,160,cancer
Oklahoma,2020-06-06,222,heart
Oklahoma,2020-06-06,789,all
Oklahoma,2020-06-06,712,natural
Oklahoma,2020-06-13,170,cancer
Oklahoma,2020-06-13,199,heart
Oklahoma,2020-06-13,770,all
Oklahoma,2020-06-13,681,natural
Oklahoma,2020-06-20,149,cancer
Oklahoma,2020-06-20,222,heart
Oklahoma,2020-06-20,741,all
Oklahoma,2020-06-20,656,natural
Oklahoma,2020-06-27,156,cancer
Oklahoma,2020-06-27,207,heart
Oklahoma,2020-06-27,765,all
Oklahoma,2020-06-27,686,natural
Oklahoma,2020-07-04,155,cancer
Oklahoma,2020-07-04,191,heart
Oklahoma,2020-07-04,781,all
Oklahoma,2020-07-04,692,natural
Oklahoma,2020-07-11,149,cancer
Oklahoma,2020-07-11,199,heart
Oklahoma,2020-07-11,768,all
Oklahoma,2020-07-11,690,natural
Oklahoma,2020-07-18,159,cancer
Oklahoma,2020-07-18,196,heart
Oklahoma,2020-07-18,794,all
Oklahoma,2020-07-18,707,natural
Oklahoma,2020-07-25,180,cancer
Oklahoma,2020-07-25,239,heart
Oklahoma,2020-07-25,904,all
Oklahoma,2020-07-25,817,natural
Oklahoma,2020-08-01,154,cancer
Oklahoma,2020-08-01,263,heart
Oklahoma,2020-08-01,881,all
Oklahoma,2020-08-01,811,natural
Oklahoma,2020-08-08,147,cancer
Oklahoma,2020-08-08,198,heart
Oklahoma,2020-08-08,814,all
Oklahoma,2020-08-08,743,natural
Oklahoma,2020-08-15,164,cancer
Oklahoma,2020-08-15,200,heart
Oklahoma,2020-08-15,860,all
Oklahoma,2020-08-15,783,natural
Oklahoma,2020-08-22,162,cancer
Oklahoma,2020-08-22,232,heart
Oklahoma,2020-08-22,877,all
Oklahoma,2020-08-22,804,natural
Oklahoma,2020-08-29,146,cancer
Oklahoma,2020-08-29,178,heart
Oklahoma,2020-08-29,814,all
Oklahoma,2020-08-29,732,natural
Oklahoma,2020-09-05,163,cancer
Oklahoma,2020-09-05,204,heart
Oklahoma,2020-09-05,828,all
Oklahoma,2020-09-05,749,natural
Oklahoma,2020-09-12,151,cancer
Oklahoma,2020-09-12,202,heart
Oklahoma,2020-09-12,802,all
Oklahoma,2020-09-12,724,natural
Oklahoma,2020-09-19,134,cancer
Oklahoma,2020-09-19,202,heart
Oklahoma,2020-09-19,793,all
Oklahoma,2020-09-19,714,natural
Oklahoma,2020-09-26,183,cancer
Oklahoma,2020-09-26,221,heart
Oklahoma,2020-09-26,909,all
Oklahoma,2020-09-26,832,natural
Oklahoma,2020-10-03,167,cancer
Oklahoma,2020-10-03,204,heart
Oklahoma,2020-10-03,851,all
Oklahoma,2020-10-03,768,natural
Oklahoma,2020-10-10,186,cancer
Oklahoma,2020-10-10,236,heart
Oklahoma,2020-10-10,970,all
Oklahoma,2020-10-10,874,natural
Oklahoma,2020-10-17,138,cancer
Oklahoma,2020-10-17,220,heart
Oklahoma,2020-10-17,862,all
Oklahoma,2020-10-17,779,natural
Oklahoma,2020-10-24,172,cancer
Oklahoma,2020-10-24,212,heart
Oklahoma,2020-10-24,945,all
Oklahoma,2020-10-24,878,natural
Oklahoma,2020-10-31,162,cancer
Oklahoma,2020-10-31,246,heart
Oklahoma,2020-10-31,1025,all
Oklahoma,2020-10-31,934,natural
Oklahoma,2020-11-07,144,cancer
Oklahoma,2020-11-07,247,heart
Oklahoma,2020-11-07,1028,all
Oklahoma,2020-11-07,950,natural
Oklahoma,2020-11-14,145,cancer
Oklahoma,2020-11-14,239,heart
Oklahoma,2020-11-14,1065,all
Oklahoma,2020-11-14,987,natural
Oklahoma,2020-11-21,171,cancer
Oklahoma,2020-11-21,234,heart
Oklahoma,2020-11-21,1148,all
Oklahoma,2020-11-21,1068,natural
Oklahoma,2020-11-28,152,cancer
Oklahoma,2020-11-28,217,heart
Oklahoma,2020-11-28,1148,all
Oklahoma,2020-11-28,1073,natural
Oklahoma,2020-12-05,160,cancer
Oklahoma,2020-12-05,246,heart
Oklahoma,2020-12-05,1321,all
Oklahoma,2020-12-05,1242,natural
Oklahoma,2020-12-12,151,cancer
Oklahoma,2020-12-12,229,heart
Oklahoma,2020-12-12,1212,all
Oklahoma,2020-12-12,1151,natural
Oklahoma,2020-12-19,156,cancer
Oklahoma,2020-12-19,294,heart
Oklahoma,2020-12-19,1281,all
Oklahoma,2020-12-19,1204,natural
Oklahoma,2020-12-26,147,cancer
Oklahoma,2020-12-26,244,heart
Oklahoma,2020-12-26,1272,all
Oklahoma,2020-12-26,1201,natural
Oklahoma,2021-01-02,153,cancer
Oklahoma,2021-01-02,282,heart
Oklahoma,2021-01-02,1337,all
Oklahoma,2021-01-02,1267,natural
Oklahoma,2021-01-09,132,cancer
Oklahoma,2021-01-09,257,heart
Oklahoma,2021-01-09,1257,all
Oklahoma,2021-01-09,1175,natural
Oklahoma,2021-01-16,166,cancer
Oklahoma,2021-01-16,236,heart
Oklahoma,2021-01-16,1301,all
Oklahoma,2021-01-16,1228,natural
