jurisdiction,date,deaths,cause
Kentucky,2017-05-27,885,all
Kentucky,2017-05-27,807,natural
Kentucky,2017-06-03,166,cancer
Kentucky,2017-06-03,199,heart
Kentucky,2017-06-03,853,all
Kentucky,2017-06-03,763,natural
Kentucky,2017-06-10,204,cancer
Kentucky,2017-06-10,177,heart
Kentucky,2017-06-10,899,all
Kentucky,2017-06-10,801,natural
Kentucky,2017-06-17,211,cancer
Kentucky,2017-06-17,196,heart
Kentucky,2017-06-17,919,all
Kentucky,2017-06-17,832,natural
Kentucky,2017-06-24,183,cancer
Kentucky,2017-06-24,164,heart
Kentucky,2017-06-24,848,all
Kentucky,2017-06-24,764,natural
Kentucky,2017-07-01,200,cancer
Kentucky,2017-07-01,185,heart
Kentucky,2017-07-01,869,all
Kentucky,2017-07-01,798,natural
Kentucky,2017-07-08,191,cancer
Kentucky,2017-07-08,204,heart
Kentucky,2017-07-08,875,all
Kentucky,2017-07-08,776,natural
Kentucky,2017-07-15,183,cancer
Kentucky,2017-07-15,190,heart
Kentucky,2017-07-15,856,all
Kentucky,2017-07-15,772,natural
Kentucky,2017-07-22,177,cancer
Kentucky,2017-07-22,180,heart
Kentucky,2017-07-22,834,all
Kentucky,2017-07-22,768,natural
Kentucky,2017-07-29,190,cancer
Kentucky,2017-07-29,190,heart
Kentucky,2017-07-29,871,all
Kentucky,2017-07-29,777,natural
Kentucky,2017-08-05,190,cancer
Kentucky,2017-08-05,171,heart
Kentucky,2017-08-05,822,all
Kentucky,2017-08-05,733,natural
Kentucky,2017-08-12,205,cancer
Kentucky,2017-08-12,167,heart
Kentucky,2017-08-12,844,all
Kentucky,2017-08-12,761,natural
Kentucky,2017-08-19,201,cancer
Kentucky,2017-08-19,193,heart
Kentucky,2017-08-19,848,all
Kentucky,2017-08-19,754,natural
Kentucky,2017-08-26,192,cancer
Kentucky,2017-08-26,199,heart
Kentucky,2017-08-26,857,all
Kentucky,2017-08-26,777,natural
Kentucky,2017-09-02,190,cancer
Kentucky,2017-09-02,193,heart
Kentucky,2017-09-02,873,all
Kentucky,2017-09-02,785,natural
Kentucky,2017-09-09,165,cancer
Kentucky,2017-09-09,169,heart
Kentucky,2017-09-09,818,all
Kentucky,2017-09-09,737,natural
Kentucky,2017-09-16,195,cancer
Kentucky,2017-09-16,195,heart
Kentucky,2017-09-16,917,all
Kentucky,2017-09-16,831,natural
Kentucky,2017-09-23,188,cancer
Kentucky,2017-09-23,182,heart
Kentucky,2017-09-23,811,all
Kentucky,2017-09-23,740,natural
Kentucky,2017-09-30,207,cancer
Kentucky,2017-09-30,190,heart
Kentucky,2017-09-30,860,all
Kentucky,2017-09-30,785,natural
Kentucky,2017-10-07,186,cancer
Kentucky,2017-10-07,186,heart
Kentucky,2017-10-07,849,all
Kentucky,2017-10-07,781,natural
Kentucky,2017-10-14,209,cancer
Kentucky,2017-10-14,167,heart
Kentucky,2017-10-14,904,all
Kentucky,2017-10-14,811,natural
Kentucky,2017-10-21,199,cancer
Kentucky,2017-10-21,181,heart
Kentucky,2017-10-21,852,all
Kentucky,2017-10-21,787,natural
Kentucky,2017-10-28,224,cancer
Kentucky,2017-10-28,167,heart
Kentucky,2017-10-28,878,all
Kentucky,2017-10-28,799,natural
Kentucky,2017-11-04,187,cancer
Kentucky,2017-11-04,205,heart
Kentucky,2017-11-04,925,all
Kentucky,2017-11-04,841,natural
Kentucky,2017-11-11,208,cancer
Kentucky,2017-11-11,179,heart
Kentucky,2017-11-11,878,all
Kentucky,2017-11-11,804,natural
Kentucky,2017-11-18,203,cancer
Kentucky,2017-11-18,202,heart
Kentucky,2017-11-18,930,all
Kentucky,2017-11-18,845,natural
Kentucky,2017-11-25,187,cancer
Kentucky,2017-11-25,176,heart
Kentucky,2017-11-25,854,all
Kentucky,2017-11-25,767,natural
Kentucky,2017-12-02,190,cancer
Kentucky,2017-12-02,176,heart
Kentucky,2017-12-02,927,all
Kentucky,2017-12-02,851,natural
Kentucky,2017-12-09,197,cancer
Kentucky,2017-12-09,203,heart
Kentucky,2017-12-09,976,all
Kentucky,2017-12-09,877,natural
Kentucky,2017-12-16,208,cancer
Kentucky,2017-12-16,228,heart
Kentucky,2017-12-16,1035,all
Kentucky,2017-12-16,965,natural
Kentucky,2017-12-23,208,cancer
Kentucky,2017-12-23,240,heart
Kentucky,2017-12-23,1012,all
Kentucky,2017-12-23,937,natural
Kentucky,2017-12-30,199,cancer
Kentucky,2017-12-30,249,heart
Kentucky,2017-12-30,1077,all
Kentucky,2017-12-30,1003,natural
Kentucky,2018-01-06,175,cancer
Kentucky,2018-01-06,250,heart
Kentucky,2018-01-06,1060,all
Kentucky,2018-01-06,988,natural
Kentucky,2018-01-13,207,cancer
Kentucky,2018-01-13,248,heart
Kentucky,2018-01-13,1191,all
Kentucky,2018-01-13,1101,natural
Kentucky,2018-01-20,189,cancer
Kentucky,2018-01-20,251,heart
Kentucky,2018-01-20,1092,all
Kentucky,2018-01-20,1008,natural
Kentucky,2018-01-27,209,cancer
Kentucky,2018-01-27,202,heart
Kentucky,2018-01-27,1090,all
Kentucky,2018-01-27,1011,natural
Kentucky,2018-02-03,196,cancer
Kentucky,2018-02-03,218,heart
Kentucky,2018-02-03,1044,all
Kentucky,2018-02-03,968,natural
Kentucky,2018-02-10,187,cancer
Kentucky,2018-02-10,230,heart
Kentucky,2018-02-10,1036,all
Kentucky,2018-02-10,946,natural
Kentucky,2018-02-17,175,cancer
Kentucky,2018-02-17,204,heart
Kentucky,2018-02-17,985,all
Kentucky,2018-02-17,909,natural
Kentucky,2018-02-24,193,cancer
Kentucky,2018-02-24,211,heart
Kentucky,2018-02-24,953,all
Kentucky,2018-02-24,874,natural
Kentucky,2018-03-03,185,cancer
Kentucky,2018-03-03,201,heart
Kentucky,2018-03-03,936,all
Kentucky,2018-03-03,857,natural
Kentucky,2018-03-10,199,cancer
Kentucky,2018-03-10,208,heart
Kentucky,2018-03-10,975,all
Kentucky,2018-03-10,880,natural
Kentucky,2018-03-17,199,cancer
Kentucky,2018-03-17,200,heart
Kentucky,2018-03-17,956,all
Kentucky,2018-03-17,883,natural
Kentucky,2018-03-24,188,cancer
Kentucky,2018-03-24,206,heart
Kentucky,2018-03-24,924,all
Kentucky,2018-03-24,862,natural
Kentucky,2018-03-31,184,cancer
Kentucky,2018-03-31,206,heart
Kentucky,2018-03-31,913,all
Kentucky,2018-03-31,835,natural
Kentucky,2018-04-07,199,cancer
Kentucky,2018-04-07,183,heart
Kentucky,2018-04-07,888,all
Kentucky,2018-04-07,804,natural
Kentucky,2018-04-14,172,cancer
Kentucky,2018-04-14,224,heart
Kentucky,2018-04-14,929,all
Kentucky,2018-04-14,834,natural
Kentucky,2018-04-21,208,cancer
Kentucky,2018-04-21,199,heart
Kentucky,2018-04-21,904,all
Kentucky,2018-04-21,831,natural
Kentucky,2018-04-28,219,cancer
Kentucky,2018-04-28,222,heart
Kentucky,2018-04-28,968,all
Kentucky,2018-04-28,886,natural
Kentucky,2018-05-05,188,cancer
Kentucky,2018-05-05,215,heart
Kentucky,2018-05-05,912,all
Kentucky,2018-05-05,832,natural
Kentucky,2018-05-12,172,cancer
Kentucky,2018-05-12,219,heart
Kentucky,2018-05-12,867,all
Kentucky,2018-05-12,795,natural
Kentucky,2018-05-19,193,cancer
Kentucky,2018-05-19,214,heart
Kentucky,2018-05-19,917,all
Kentucky,2018-05-19,835,natural
Kentucky,2018-05-26,205,cancer
Kentucky,2018-05-26,171,heart
Kentucky,2018-05-26,860,all
Kentucky,2018-05-26,781,natural
Kentucky,2018-06-02,179,cancer
Kentucky,2018-06-02,184,heart
Kentucky,2018-06-02,842,all
Kentucky,2018-06-02,775,natural
Kentucky,2018-06-09,197,cancer
Kentucky,2018-06-09,186,heart
Kentucky,2018-06-09,884,all
Kentucky,2018-06-09,797,natural
Kentucky,2018-06-16,199,cancer
Kentucky,2018-06-16,186,heart
Kentucky,2018-06-16,868,all
Kentucky,2018-06-16,789,natural
Kentucky,2018-06-23,188,cancer
Kentucky,2018-06-23,188,heart
Kentucky,2018-06-23,855,all
Kentucky,2018-06-23,779,natural
Kentucky,2018-06-30,189,cancer
Kentucky,2018-06-30,181,heart
Kentucky,2018-06-30,823,all
Kentucky,2018-06-30,748,natural
Kentucky,2018-07-07,198,cancer
Kentucky,2018-07-07,185,heart
Kentucky,2018-07-07,905,all
Kentucky,2018-07-07,821,natural
Kentucky,2018-07-14,197,cancer
Kentucky,2018-07-14,191,heart
Kentucky,2018-07-14,847,all
Kentucky,2018-07-14,777,natural
Kentucky,2018-07-21,196,cancer
Kentucky,2018-07-21,177,heart
Kentucky,2018-07-21,863,all
Kentucky,2018-07-21,785,natural
Kentucky,2018-07-28,173,cancer
Kentucky,2018-07-28,174,heart
Kentucky,2018-07-28,839,all
Kentucky,2018-07-28,742,natural
Kentucky,2018-08-04,177,cancer
Kentucky,2018-08-04,196,heart
Kentucky,2018-08-04,850,all
Kentucky,2018-08-04,767,natural
Kentucky,2018-08-11,182,cancer
Kentucky,2018-08-11,210,heart
Kentucky,2018-08-11,906,all
Kentucky,2018-08-11,810,natural
Kentucky,2018-08-18,189,cancer
Kentucky,2018-08-18,189,heart
Kentucky,2018-08-18,868,all
Kentucky,2018-08-18,786,natural
Kentucky,2018-08-25,199,cancer
Kentucky,2018-08-25,157,heart
Kentucky,2018-08-25,830,all
Kentucky,2018-08-25,755,natural
Kentucky,2018-09-01,200,cancer
Kentucky,2018-09-01,182,heart
Kentucky,2018-09-01,870,all
Kentucky,2018-09-01,780,natural
Kentucky,2018-09-08,170,cancer
Kentucky,2018-09-08,201,heart
Kentucky,2018-09-08,862,all
Kentucky,2018-09-08,786,natural
Kentucky,2018-09-15,206,cancer
Kentucky,2018-09-15,214,heart
Kentucky,2018-09-15,871,all
Kentucky,2018-09-15,802,natural
Kentucky,2018-09-22,212,cancer
Kentucky,2018-09-22,193,heart
Kentucky,2018-09-22,918,all
Kentucky,2018-09-22,808,natural
Kentucky,2018-09-29,197,cancer
Kentucky,2018-09-29,187,heart
Kentucky,2018-09-29,871,all
Kentucky,2018-09-29,802,natural
Kentucky,2018-10-06,189,cancer
Kentucky,2018-10-06,201,heart
Kentucky,2018-10-06,903,all
Kentucky,2018-10-06,809,natural
Kentucky,2018-10-13,191,cancer
Kentucky,2018-10-13,199,heart
Kentucky,2018-10-13,871,all
Kentucky,2018-10-13,800,natural
Kentucky,2018-10-20,217,cancer
Kentucky,2018-10-20,199,heart
Kentucky,2018-10-20,894,all
Kentucky,2018-10-20,822,natural
Kentucky,2018-10-27,238,cancer
Kentucky,2018-10-27,209,heart
Kentucky,2018-10-27,963,all
Kentucky,2018-10-27,879,natural
Kentucky,2018-11-03,206,cancer
Kentucky,2018-11-03,209,heart
Kentucky,2018-11-03,941,all
Kentucky,2018-11-03,865,natural
Kentucky,2018-11-10,197,cancer
Kentucky,2018-11-10,208,heart
Kentucky,2018-11-10,912,all
Kentucky,2018-11-10,830,natural
Kentucky,2018-11-17,201,cancer
Kentucky,2018-11-17,228,heart
Kentucky,2018-11-17,968,all
Kentucky,2018-11-17,887,natural
Kentucky,2018-11-24,207,cancer
Kentucky,2018-11-24,233,heart
Kentucky,2018-11-24,964,all
Kentucky,2018-11-24,902,natural
Kentucky,2018-12-01,192,cancer
Kentucky,2018-12-01,221,heart
Kentucky,2018-12-01,948,all
Kentucky,2018-12-01,864,natural
Kentucky,2018-12-08,198,cancer
Kentucky,2018-12-08,198,heart
Kentucky,2018-12-08,905,all
Kentucky,2018-12-08,829,natural
Kentucky,2018-12-15,195,cancer
Kentucky,2018-12-15,222,heart
Kentucky,2018-12-15,976,all
Kentucky,2018-12-15,908,natural
Kentucky,2018-12-22,189,cancer
Kentucky,2018-12-22,193,heart
Kentucky,2018-12-22,963,all
Kentucky,2018-12-22,879,natural
Kentucky,2018-12-29,202,cancer
Kentucky,2018-12-29,199,heart
Kentucky,2018-12-29,934,all
Kentucky,2018-12-29,864,natural
Kentucky,2019-01-05,196,cancer
Kentucky,2019-01-05,211,heart
Kentucky,2019-01-05,976,all
Kentucky,2019-01-05,889,natural
Kentucky,2019-01-12,223,cancer
Kentucky,2019-01-12,240,heart
Kentucky,2019-01-12,1033,all
Kentucky,2019-01-12,949,natural
Kentucky,2019-01-19,211,cancer
Kentucky,2019-01-19,209,heart
Kentucky,2019-01-19,965,all
Kentucky,2019-01-19,896,natural
Kentucky,2019-01-26,197,cancer
Kentucky,2019-01-26,217,heart
Kentucky,2019-01-26,989,all
Kentucky,2019-01-26,922,natural
Kentucky,2019-02-02,187,cancer
Kentucky,2019-02-02,194,heart
Kentucky,2019-02-02,935,all
Kentucky,2019-02-02,848,natural
Kentucky,2019-02-09,204,cancer
Kentucky,2019-02-09,199,heart
Kentucky,2019-02-09,977,all
Kentucky,2019-02-09,901,natural
Kentucky,2019-02-16,183,cancer
Kentucky,2019-02-16,218,heart
Kentucky,2019-02-16,947,all
Kentucky,2019-02-16,877,natural
Kentucky,2019-02-23,180,cancer
Kentucky,2019-02-23,247,heart
Kentucky,2019-02-23,1022,all
Kentucky,2019-02-23,929,natural
Kentucky,2019-03-02,202,cancer
Kentucky,2019-03-02,219,heart
Kentucky,2019-03-02,1038,all
Kentucky,2019-03-02,960,natural
Kentucky,2019-03-09,205,cancer
Kentucky,2019-03-09,234,heart
Kentucky,2019-03-09,1058,all
Kentucky,2019-03-09,977,natural
Kentucky,2019-03-16,183,cancer
Kentucky,2019-03-16,223,heart
Kentucky,2019-03-16,938,all
Kentucky,2019-03-16,858,natural
Kentucky,2019-03-23,208,cancer
Kentucky,2019-03-23,216,heart
Kentucky,2019-03-23,975,all
Kentucky,2019-03-23,892,natural
Kentucky,2019-03-30,201,cancer
Kentucky,2019-03-30,233,heart
Kentucky,2019-03-30,1013,all
Kentucky,2019-03-30,933,natural
Kentucky,2019-04-06,181,cancer
Kentucky,2019-04-06,220,heart
Kentucky,2019-04-06,971,all
Kentucky,2019-04-06,886,natural
Kentucky,2019-04-13,186,cancer
Kentucky,2019-04-13,229,heart
Kentucky,2019-04-13,955,all
Kentucky,2019-04-13,878,natural
Kentucky,2019-04-20,203,cancer
Kentucky,2019-04-20,193,heart
Kentucky,2019-04-20,974,all
Kentucky,2019-04-20,898,natural
Kentucky,2019-04-27,183,cancer
Kentucky,2019-04-27,210,heart
Kentucky,2019-04-27,908,all
Kentucky,2019-04-27,827,natural
Kentucky,2019-05-04,167,cancer
Kentucky,2019-05-04,204,heart
Kentucky,2019-05-04,908,all
Kentucky,2019-05-04,832,natural
Kentucky,2019-05-11,184,cancer
Kentucky,2019-05-11,191,heart
Kentucky,2019-05-11,935,all
Kentucky,2019-05-11,851,natural
Kentucky,2019-05-18,189,cancer
Kentucky,2019-05-18,203,heart
Kentucky,2019-05-18,903,all
Kentucky,2019-05-18,845,natural
Kentucky,2019-05-25,170,cancer
Kentucky,2019-05-25,201,heart
Kentucky,2019-05-25,896,all
Kentucky,2019-05-25,797,natural
Kentucky,2019-06-01,201,cancer
Kentucky,2019-06-01,161,heart
Kentucky,2019-06-01,861,all
Kentucky,2019-06-01,783,natural
Kentucky,2019-06-08,175,cancer
Kentucky,2019-06-08,209,heart
Kentucky,2019-06-08,883,all
Kentucky,2019-06-08,790,natural
Kentucky,2019-06-15,211,cancer
Kentucky,2019-06-15,194,heart
Kentucky,2019-06-15,932,all
Kentucky,2019-06-15,850,natural
Kentucky,2019-06-22,204,cancer
Kentucky,2019-06-22,195,heart
Kentucky,2019-06-22,906,all
Kentucky,2019-06-22,818,natural
Kentucky,2019-06-29,215,cancer
Kentucky,2019-06-29,203,heart
Kentucky,2019-06-29,926,all
Kentucky,2019-06-29,838,natural
Kentucky,2019-07-06,185,cancer
Kentucky,2019-07-06,205,heart
Kentucky,2019-07-06,901,all
Kentucky,2019-07-06,795,natural
Kentucky,2019-07-13,222,cancer
Kentucky,2019-07-13,178,heart
Kentucky,2019-07-13,881,all
Kentucky,2019-07-13,809,natural
Kentucky,2019-07-20,195,cancer
Kentucky,2019-07-20,186,heart
Kentucky,2019-07-20,861,all
Kentucky,2019-07-20,785,natural
Kentucky,2019-07-27,194,cancer
Kentucky,2019-07-27,178,heart
Kentucky,2019-07-27,856,all
Kentucky,2019-07-27,773,natural
Kentucky,2019-08-03,198,cancer
Kentucky,2019-08-03,174,heart
Kentucky,2019-08-03,876,all
Kentucky,2019-08-03,802,natural
Kentucky,2019-08-10,202,cancer
Kentucky,2019-08-10,183,heart
Kentucky,2019-08-10,870,all
Kentucky,2019-08-10,789,natural
Kentucky,2019-08-17,180,cancer
Kentucky,2019-08-17,174,heart
Kentucky,2019-08-17,861,all
Kentucky,2019-08-17,788,natural
Kentucky,2019-08-24,190,cancer
Kentucky,2019-08-24,193,heart
Kentucky,2019-08-24,885,all
Kentucky,2019-08-24,802,natural
Kentucky,2019-08-31,187,cancer
Kentucky,2019-08-31,198,heart
Kentucky,2019-08-31,865,all
Kentucky,2019-08-31,808,natural
Kentucky,2019-09-07,182,cancer
Kentucky,2019-09-07,182,heart
Kentucky,2019-09-07,873,all
Kentucky,2019-09-07,787,natural
Kentucky,2019-09-14,204,cancer
Kentucky,2019-09-14,199,heart
Kentucky,2019-09-14,899,all
Kentucky,2019-09-14,815,natural
Kentucky,2019-09-21,170,cancer
Kentucky,2019-09-21,209,heart
Kentucky,2019-09-21,875,all
Kentucky,2019-09-21,785,natural
Kentucky,2019-09-28,183,cancer
Kentucky,2019-09-28,201,heart
Kentucky,2019-09-28,928,all
Kentucky,2019-09-28,857,natural
Kentucky,2019-10-05,188,cancer
Kentucky,2019-10-05,183,heart
Kentucky,2019-10-05,881,all
Kentucky,2019-10-05,799,natural
Kentucky,2019-10-12,197,cancer
Kentucky,2019-10-12,195,heart
Kentucky,2019-10-12,903,all
Kentucky,2019-10-12,830,natural
Kentucky,2019-10-19,186,cancer
Kentucky,2019-10-19,226,heart
Kentucky,2019-10-19,967,all
Kentucky,2019-10-19,878,natural
Kentucky,2019-10-26,172,cancer
Kentucky,2019-10-26,193,heart
Kentucky,2019-10-26,930,all
Kentucky,2019-10-26,850,natural
Kentucky,2019-11-02,189,cancer
Kentucky,2019-11-02,204,heart
Kentucky,2019-11-02,893,all
Kentucky,2019-11-02,821,natural
Kentucky,2019-11-09,191,cancer
Kentucky,2019-11-09,185,heart
Kentucky,2019-11-09,878,all
Kentucky,2019-11-09,803,natural
Kentucky,2019-11-16,151,cancer
Kentucky,2019-11-16,232,heart
Kentucky,2019-11-16,944,all
Kentucky,2019-11-16,859,natural
Kentucky,2019-11-23,198,cancer
Kentucky,2019-11-23,219,heart
Kentucky,2019-11-23,1008,all
Kentucky,2019-11-23,933,natural
Kentucky,2019-11-30,197,cancer
Kentucky,2019-11-30,212,heart
Kentucky,2019-11-30,930,all
Kentucky,2019-11-30,856,natural
Kentucky,2019-12-07,167,cancer
Kentucky,2019-12-07,234,heart
Kentucky,2019-12-07,935,all
Kentucky,2019-12-07,851,natural
Kentucky,2019-12-14,214,cancer
Kentucky,2019-12-14,196,heart
Kentucky,2019-12-14,961,all
Kentucky,2019-12-14,887,natural
Kentucky,2019-12-21,210,cancer
Kentucky,2019-12-21,222,heart
Kentucky,2019-12-21,1003,all
Kentucky,2019-12-21,913,natural
Kentucky,2019-12-28,197,cancer
Kentucky,2019-12-28,242,heart
Kentucky,2019-12-28,1089,all
Kentucky,2019-12-28,996,natural
Louisiana,2014-01-04,193,cancer
Louisiana,2014-01-04,238,heart
Louisiana,2014-01-04,968,all
Louisiana,2014-01-04,893,natural
Louisiana,2014-01-11,195,cancer
Louisiana,2014-01-11,260,heart
Louisiana,2014-01-11,1008,all
Louisiana,2014-01-11,934,natural
Louisiana,2014-01-18,220,cancer
Louisiana,2014-01-18,229,heart
Louisiana,2014-01-18,1013,all
Louisiana,2014-01-18,937,natural
Louisiana,2014-01-25,172,cancer
Louisiana,2014-01-25,228,heart
Louisiana,2014-01-25,929,all
Louisiana,2014-01-25,848,natural
Louisiana,2014-02-01,180,cancer
Louisiana,2014-02-01,233,heart
Louisiana,2014-02-01,911,all
Louisiana,2014-02-01,844,natural
Louisiana,2014-02-08,182,cancer
Louisiana,2014-02-08,199,heart
Louisiana,2014-02-08,901,all
Louisiana,2014-02-08,834,natural
Louisiana,2014-02-15,200,cancer
Louisiana,2014-02-15,229,heart
Louisiana,2014-02-15,940,all
Louisiana,2014-02-15,874,natural
Louisiana,2014-02-22,176,cancer
Louisiana,2014-02-22,249,heart
Louisiana,2014-02-22,915,all
Louisiana,2014-02-22,845,natural
Louisiana,2014-03-01,172,cancer
Louisiana,2014-03-01,216,heart
Louisiana,2014-03-01,908,all
Louisiana,2014-03-01,832,natural
Louisiana,2014-03-08,156,cancer
Louisiana,2014-03-08,245,heart
Louisiana,2014-03-08,872,all
Louisiana,2014-03-08,798,natural
Louisiana,2014-03-15,151,cancer
Louisiana,2014-03-15,195,heart
Louisiana,2014-03-15,801,all
Louisiana,2014-03-15,711,natural
Louisiana,2014-03-22,186,cancer
Louisiana,2014-03-22,198,heart
Louisiana,2014-03-22,834,all
Louisiana,2014-03-22,767,natural
Louisiana,2014-03-29,196,cancer
Louisiana,2014-03-29,211,heart
Louisiana,2014-03-29,852,all
Louisiana,2014-03-29,783,natural
Louisiana,2014-04-05,177,cancer
Louisiana,2014-04-05,183,heart
Louisiana,2014-04-05,835,all
Louisiana,2014-04-05,763,natural
Louisiana,2014-04-12,203,cancer
Louisiana,2014-04-12,208,heart
Louisiana,2014-04-12,883,all
Louisiana,2014-04-12,821,natural
Louisiana,2014-04-19,160,cancer
Louisiana,2014-04-19,209,heart
Louisiana,2014-04-19,840,all
Louisiana,2014-04-19,775,natural
Louisiana,2014-04-26,157,cancer
Louisiana,2014-04-26,194,heart
Louisiana,2014-04-26,819,all
Louisiana,2014-04-26,750,natural
Louisiana,2014-05-03,176,cancer
Louisiana,2014-05-03,213,heart
Louisiana,2014-05-03,871,all
Louisiana,2014-05-03,781,natural
Louisiana,2014-05-10,199,cancer
Louisiana,2014-05-10,210,heart
Louisiana,2014-05-10,866,all
Louisiana,2014-05-10,811,natural
Louisiana,2014-05-17,157,cancer
Louisiana,2014-05-17,205,heart
Louisiana,2014-05-17,748,all
Louisiana,2014-05-17,674,natural
Louisiana,2014-05-24,175,cancer
Louisiana,2014-05-24,216,heart
Louisiana,2014-05-24,842,all
Louisiana,2014-05-24,758,natural
Louisiana,2014-05-31,184,cancer
Louisiana,2014-05-31,174,heart
Louisiana,2014-05-31,820,all
Louisiana,2014-05-31,729,natural
Louisiana,2014-06-07,177,cancer
Louisiana,2014-06-07,176,heart
Louisiana,2014-06-07,792,all
Louisiana,2014-06-07,723,natural
Louisiana,2014-06-14,161,cancer
Louisiana,2014-06-14,211,heart
Louisiana,2014-06-14,791,all
Louisiana,2014-06-14,706,natural
Louisiana,2014-06-21,187,cancer
Louisiana,2014-06-21,178,heart
Louisiana,2014-06-21,764,all
Louisiana,2014-06-21,703,natural
Louisiana,2014-06-28,206,cancer
Louisiana,2014-06-28,193,heart
Louisiana,2014-06-28,809,all
Louisiana,2014-06-28,745,natural
Louisiana,2014-07-05,195,cancer
Louisiana,2014-07-05,187,heart
Louisiana,2014-07-05,832,all
Louisiana,2014-07-05,741,natural
Louisiana,2014-07-12,170,cancer
Louisiana,2014-07-12,183,heart
Louisiana,2014-07-12,807,all
Louisiana,2014-07-12,726,natural
Louisiana,2014-07-19,174,cancer
Louisiana,2014-07-19,188,heart
Louisiana,2014-07-19,811,all
Louisiana,2014-07-19,743,natural
Louisiana,2014-07-26,191,cancer
Louisiana,2014-07-26,206,heart
Louisiana,2014-07-26,828,all
Louisiana,2014-07-26,754,natural
Louisiana,2014-08-02,195,cancer
Louisiana,2014-08-02,195,heart
Louisiana,2014-08-02,836,all
Louisiana,2014-08-02,767,natural
Louisiana,2014-08-09,168,cancer
Louisiana,2014-08-09,181,heart
Louisiana,2014-08-09,757,all
Louisiana,2014-08-09,693,natural
Louisiana,2014-08-16,190,cancer
Louisiana,2014-08-16,173,heart
Louisiana,2014-08-16,784,all
Louisiana,2014-08-16,730,natural
Louisiana,2014-08-23,159,cancer
Louisiana,2014-08-23,189,heart
Louisiana,2014-08-23,759,all
Louisiana,2014-08-23,698,natural
Louisiana,2014-08-30,212,cancer
Louisiana,2014-08-30,197,heart
Louisiana,2014-08-30,806,all
Louisiana,2014-08-30,740,natural
Louisiana,2014-09-06,158,cancer
Louisiana,2014-09-06,183,heart
Louisiana,2014-09-06,742,all
Louisiana,2014-09-06,676,natural
Louisiana,2014-09-13,179,cancer
Louisiana,2014-09-13,204,heart
Louisiana,2014-09-13,782,all
Louisiana,2014-09-13,725,natural
Louisiana,2014-09-20,173,cancer
Louisiana,2014-09-20,187,heart
Louisiana,2014-09-20,762,all
Louisiana,2014-09-20,688,natural
Louisiana,2014-09-27,181,cancer
Louisiana,2014-09-27,184,heart
Louisiana,2014-09-27,828,all
Louisiana,2014-09-27,739,natural
Louisiana,2014-10-04,184,cancer
Louisiana,2014-10-04,197,heart
Louisiana,2014-10-04,794,all
Louisiana,2014-10-04,729,natural
Louisiana,2014-10-11,185,cancer
Louisiana,2014-10-11,189,heart
Louisiana,2014-10-11,820,all
Louisiana,2014-10-11,741,natural
Louisiana,2014-10-18,188,cancer
Louisiana,2014-10-18,181,heart
Louisiana,2014-10-18,822,all
Louisiana,2014-10-18,752,natural
Louisiana,2014-10-25,182,cancer
Louisiana,2014-10-25,187,heart
Louisiana,2014-10-25,783,all
Louisiana,2014-10-25,715,natural
Louisiana,2014-11-01,189,cancer
Louisiana,2014-11-01,209,heart
Louisiana,2014-11-01,831,all
Louisiana,2014-11-01,764,natural
Louisiana,2014-11-08,183,cancer
Louisiana,2014-11-08,211,heart
Louisiana,2014-11-08,846,all
Louisiana,2014-11-08,776,natural
Louisiana,2014-11-15,170,cancer
Louisiana,2014-11-15,240,heart
Louisiana,2014-11-15,853,all
Louisiana,2014-11-15,796,natural
Louisiana,2014-11-22,188,cancer
Louisiana,2014-11-22,221,heart
Louisiana,2014-11-22,878,all
Louisiana,2014-11-22,808,natural
Louisiana,2014-11-29,178,cancer
Louisiana,2014-11-29,221,heart
Louisiana,2014-11-29,867,all
Louisiana,2014-11-29,797,natural
Louisiana,2014-12-06,175,cancer
Louisiana,2014-12-06,231,heart
Louisiana,2014-12-06,906,all
Louisiana,2014-12-06,818,natural
Louisiana,2014-12-13,166,cancer
Louisiana,2014-12-13,214,heart
Louisiana,2014-12-13,879,all
Louisiana,2014-12-13,797,natural
Louisiana,2014-12-20,195,cancer
Louisiana,2014-12-20,207,heart
Louisiana,2014-12-20,901,all
Louisiana,2014-12-20,820,natural
Louisiana,2014-12-27,198,cancer
Louisiana,2014-12-27,219,heart
Louisiana,2014-12-27,908,all
Louisiana,2014-12-27,840,natural
Louisiana,2015-01-03,198,cancer
Louisiana,2015-01-03,228,heart
Louisiana,2015-01-03,952,all
Louisiana,2015-01-03,872,natural
Louisiana,2015-01-10,172,cancer
Louisiana,2015-01-10,241,heart
Louisiana,2015-01-10,978,all
Louisiana,2015-01-10,912,natural
Louisiana,2015-01-17,191,cancer
Louisiana,2015-01-17,274,heart
Louisiana,2015-01-17,1022,all
Louisiana,2015-01-17,950,natural
Louisiana,2015-01-24,188,cancer
Louisiana,2015-01-24,246,heart
Louisiana,2015-01-24,939,all
Louisiana,2015-01-24,860,natural
Louisiana,2015-01-31,200,cancer
Louisiana,2015-01-31,237,heart
Louisiana,2015-01-31,933,all
Louisiana,2015-01-31,845,natural
Louisiana,2015-02-07,151,cancer
Louisiana,2015-02-07,243,heart
Louisiana,2015-02-07,895,all
Louisiana,2015-02-07,834,natural
Louisiana,2015-02-14,172,cancer
